aptSeq	floor_band	n_obs	repr_floor	obs_height	winter_sunlight_hours	winter_continuous_hours	winter_total_hours_8_16	sun_hours_spring	open_span_max	view_block_pct	open_angle_mean	assign_confidence
11380-11272	LOW	1	3.0	7.1	3.33	2.58	5.08	8.0	190.0	22.2	101.3	LOW
11380-11272	MID	1	8.0	21.1	3.33	2.58	5.25	8.08	285.0	15.3	109.8	LOW
11380-11289	HIGH	1	10.0	26.7	6.08	6.08	7.25	8.08	85.0	37.5	86.4	LOW
11380-11289	LOW	1	2.0	4.3	1.33	1.08	1.33	8.08	40.0	77.8	74.2	LOW
11380-11289	MID	1	6.0	15.5	2.42	1.67	2.92	8.08	65.0	50.0	79.9	LOW
11380-113	HIGH	1	13.0	35.1	6.08	6.08	8.08	8.08	135.0	51.4	86.0	LOW
11380-113	LOW	1	3.0	7.1	1.5	0.75	2.08	7.08	20.0	87.5	56.0	LOW
11380-113	MID	1	8.0	21.1	6.08	6.08	7.58	7.08	60.0	61.1	66.7	LOW
11380-11333	HIGH	1	12.0	32.3	6.0	6.0	7.0	8.08	190.0	30.6	83.1	LOW
11380-11333	LOW	1	3.0	7.1	2.92	2.92	3.25	7.33	15.0	83.3	61.7	LOW
11380-11333	MID	1	7.0	18.3	3.5	3.42	3.83	7.33	30.0	76.4	70.0	LOW
11380-11364	HIGH	1	13.0	35.1	6.08	6.08	7.5	8.08	290.0	18.1	93.0	LOW
11380-11364	LOW	1	3.0	7.1	5.92	5.92	6.92	6.92	150.0	40.3	79.0	LOW
11380-11364	MID	1	8.0	21.1	6.08	6.08	7.25	7.58	270.0	25.0	82.2	LOW
11380-11371	HIGH	4	23.5	64.5	3.5	3.5	4.795	8.08	225.0	20.85	143.35	NAME
11380-11371	LOW	4	5.0	12.7	3.5	3.5	4.585	5.625	140.0	47.900000000000006	80.15	NAME
11380-11371	MID	4	14.0	37.9	3.5	3.5	4.795	5.915	225.0	20.85	91.05	NAME
11380-11377	HIGH	1	9.0	23.9	6.08	6.08	7.83	7.83	155.0	15.3	95.7	LOW
11380-11377	LOW	1	2.0	4.3	6.08	6.08	7.5	7.83	150.0	22.2	91.5	LOW
11380-11377	MID	1	5.0	12.7	6.08	6.08	7.67	7.83	150.0	18.1	93.3	LOW
11380-115	HIGH	1	13.0	35.1	6.08	6.08	8.08	8.08	360.0	0.0	103.9	LOW
11380-115	LOW	1	3.0	7.1	6.08	6.08	7.75	8.08	360.0	0.0	94.0	LOW
11380-115	MID	1	8.0	21.1	6.08	6.08	7.92	8.08	360.0	0.0	99.0	LOW
11380-11598	HIGH	9	19.0	51.9	6.08	6.08	7.42	8.08	215.0	25.0	120.6	MIXED
11380-11598	LOW	9	4.0	9.9	3.92	3.92	4.17	5.5	95.0	61.1	68.9	MIXED
11380-11598	MID	9	11.0	29.5	4.83	4.83	5.58	6.83	130.0	55.6	77.1	MIXED
11380-11599	HIGH	13	16.0	43.5	5.08	5.08	6.08	7.83	145.0	43.1	88.1	MIXED
11380-11599	LOW	13	4.0	9.9	2.58	2.58	3.58	5.83	75.0	63.9	69.6	MIXED
11380-11599	MID	13	10.0	26.7	3.5	3.25	4.5	6.17	105.0	54.2	76.7	MIXED
11380-11600	HIGH	18	12.5	33.7	6.08	6.08	6.96	8.08	165.0	34.05	97.75	HIGH
11380-11600	LOW	18	3.0	7.1	1.375	1.205	1.5	5.415	52.5	79.9	69.85	HIGH
11380-11600	MID	18	7.5	19.700000000000003	3.71	3.71	3.875	7.04	77.5	67.4	79.6	HIGH
11380-11608	HIGH	1	10.0	26.7	5.67	5.67	6.67	8.08	140.0	27.8	90.3	LOW
11380-11608	LOW	1	2.0	4.3	3.92	2.92	4.83	7.25	50.0	56.9	79.8	LOW
11380-11608	MID	1	6.0	15.5	5.17	5.17	6.17	8.08	140.0	37.5	85.6	LOW
11380-11609	HIGH	1	12.0	32.3	5.0	4.5	6.58	8.08	180.0	37.5	80.1	LOW
11380-11609	LOW	1	3.0	7.1	3.75	3.25	4.92	8.08	90.0	61.1	68.8	LOW
11380-11609	MID	1	7.0	18.3	3.75	3.25	5.17	8.08	90.0	50.0	73.1	LOW
11380-11612	HIGH	1	15.0	40.7	6.08	6.08	8.08	8.08	360.0	0.0	138.1	LOW
11380-11612	LOW	1	3.0	7.1	6.08	6.08	8.08	8.08	320.0	11.1	129.1	LOW
11380-11612	MID	1	9.0	23.9	6.08	6.08	8.08	8.08	335.0	6.9	133.2	LOW
11380-11613	HIGH	1	17.0	46.3	5.92	5.92	6.92	8.08	305.0	11.1	145.4	LOW
11380-11613	LOW	1	4.0	9.9	4.67	3.5	5.67	7.58	240.0	27.8	108.6	LOW
11380-11613	MID	1	10.0	26.7	5.75	5.75	6.75	8.08	255.0	18.1	116.9	LOW
11380-11614	HIGH	1	16.0	43.5	6.08	6.08	7.75	8.08	165.0	11.1	111.1	LOW
11380-11614	LOW	1	4.0	9.9	0.67	0.67	0.67	6.83	30.0	70.8	66.9	LOW
11380-11614	MID	1	10.0	26.7	4.17	4.17	4.42	7.83	85.0	52.8	77.5	LOW
11380-11618	HIGH	1	16.0	43.5	6.08	6.08	8.08	8.08	360.0	0.0	117.8	LOW
11380-11618	LOW	1	4.0	9.9	1.5	1.5	2.17	5.75	205.0	38.9	74.9	LOW
11380-11618	MID	1	10.0	26.7	2.5	1.5	3.25	8.08	275.0	23.6	86.0	LOW
11380-11628	HIGH	1	12.0	32.3	2.92	2.92	3.17	7.83	160.0	26.4	97.5	LOW
11380-11628	LOW	1	3.0	7.1	2.25	2.25	2.25	4.42	60.0	56.9	72.9	LOW
11380-11628	MID	1	7.0	18.3	2.67	2.67	2.67	6.75	120.0	45.8	78.3	LOW
11380-11631	HIGH	1	19.0	51.9	6.08	6.08	8.08	8.08	360.0	0.0	137.6	LOW
11380-11631	LOW	1	4.0	9.9	5.33	5.33	6.33	7.92	110.0	40.3	96.1	LOW
11380-11631	MID	1	11.0	29.5	6.08	6.08	7.17	8.08	135.0	16.7	108.3	LOW
11380-11635	HIGH	1	12.0	32.3	6.08	6.08	8.08	8.08	250.0	8.3	109.6	LOW
11380-11635	LOW	1	3.0	7.1	6.08	6.08	7.75	7.33	170.0	29.2	91.5	LOW
11380-11635	MID	1	7.0	18.3	6.08	6.08	7.75	7.67	235.0	16.7	95.5	LOW
11380-11639	HIGH	7	9.0	23.9	6.08	6.08	7.25	8.08	225.0	18.1	85.9	LOW
11380-11639	LOW	7	2.0	4.3	5.75	5.75	5.92	8.08	90.0	40.3	71.0	LOW
11380-11639	MID	7	5.0	12.7	5.75	5.75	6.58	8.08	115.0	29.2	75.8	LOW
11380-117	HIGH	1	5.0	12.7	4.17	4.17	5.17	4.42	180.0	23.6	89.7	HIGH
11380-117	LOW	1	2.0	4.3	4.17	4.17	5.17	4.42	80.0	37.5	87.0	HIGH
11380-117	MID	1	3.0	7.1	4.17	4.17	5.17	4.42	90.0	29.2	87.7	HIGH
11380-118	HIGH	1	8.0	21.1	6.08	6.08	8.08	8.08	290.0	15.3	102.5	LOW
11380-118	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	185.0	34.7	96.3	LOW
11380-118	MID	1	5.0	12.7	6.08	6.08	8.0	8.08	210.0	27.8	98.1	LOW
11380-119	HIGH	1	6.0	15.5	6.08	6.08	8.08	6.67	185.0	19.4	93.9	LOW
11380-119	LOW	1	2.0	4.3	6.08	6.08	8.08	6.5	175.0	30.6	90.7	LOW
11380-119	MID	1	4.0	9.9	6.08	6.08	8.08	6.5	175.0	25.0	92.2	LOW
11380-12	HIGH	1	20.0	54.7	4.58	4.58	5.58	8.08	160.0	12.5	149.5	LEVEL_MISMATCH
11380-12	LOW	1	4.0	9.9	1.58	1.58	1.58	4.75	50.0	75.0	60.2	LEVEL_MISMATCH
11380-12	MID	1	12.0	32.3	4.17	4.17	4.25	7.83	50.0	55.6	85.0	LEVEL_MISMATCH
11380-120	HIGH	7	13.0	35.1	6.08	6.08	7.25	8.08	170.0	19.4	97.2	NAME
11380-120	LOW	7	3.0	7.1	1.58	1.58	1.58	5.08	40.0	84.7	66.2	NAME
11380-120	MID	7	8.0	21.1	4.0	3.42	4.58	7.33	45.0	81.9	76.7	NAME
11380-121	HIGH	1	6.0	15.5	5.17	5.17	5.17	7.67	65.0	77.8	80.9	HIGH
11380-121	LOW	1	2.0	4.3	0.17	0.17	0.17	6.5	65.0	81.9	61.1	HIGH
11380-121	MID	1	4.0	9.9	0.67	0.67	0.67	6.5	65.0	81.9	67.6	HIGH
11380-122	HIGH	1	6.0	15.5	5.58	4.83	5.58	8.08	160.0	55.6	88.8	HIGH
11380-122	LOW	1	2.0	4.3	1.5	1.08	1.5	6.25	160.0	55.6	72.3	HIGH
11380-122	MID	1	4.0	9.9	2.58	1.92	2.58	6.5	160.0	55.6	77.0	HIGH
11380-123	HIGH	3	14.0	37.9	6.08	6.08	8.08	8.08	325.0	9.7	131.8	NAME
11380-123	LOW	3	3.0	7.1	5.08	4.75	6.75	7.25	170.0	29.2	113.2	NAME
11380-123	MID	3	8.0	21.1	6.08	6.08	7.75	8.08	300.0	16.7	117.0	NAME
11380-124	HIGH	2	12.5	33.7	4.295	4.295	5.295	7.165	90.0	56.95	93.35	NAME
11380-124	LOW	2	3.0	7.1	1.5	1.42	2.5	4.92	90.0	70.15	72.95	NAME
11380-124	MID	2	7.5	19.700000000000003	1.665	1.585	2.665	5.955	90.0	70.15	84.69999999999999	NAME
11380-13	HIGH	1	13.0	35.1	6.08	6.08	8.0	8.08	360.0	0.0	126.4	LOW
11380-13	LOW	1	3.0	7.1	6.08	6.08	7.25	8.08	235.0	11.1	114.8	LOW
11380-13	MID	1	8.0	21.1	6.08	6.08	7.58	8.08	360.0	0.0	120.1	LOW
11380-133	HIGH	1	8.0	21.1	6.08	6.08	7.92	8.08	360.0	0.0	114.9	LOW
11380-133	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	245.0	15.3	102.1	LOW
11380-133	MID	1	5.0	12.7	6.08	6.08	7.83	8.08	300.0	11.1	106.2	LOW
11380-13397	HIGH	15	13.0	35.1	5.33	5.17	6.33	8.08	190.0	33.3	101.3	HIGH
11380-13397	LOW	15	3.0	7.1	2.83	2.58	4.08	5.75	105.0	56.9	78.0	HIGH
11380-13397	MID	15	8.0	21.1	3.83	2.75	4.75	6.5	135.0	45.8	86.2	HIGH
11380-13425	HIGH	6	14.0	37.9	6.08	6.08	8.08	8.08	360.0	0.0	122.0	MIXED
11380-13425	LOW	6	3.0	7.1	6.08	6.08	7.375	8.08	115.0	27.1	103.6	MIXED
11380-13425	MID	6	8.0	21.1	6.08	6.08	7.75	8.08	320.0	9.0	108.85	MIXED
11380-13429	HIGH	2	7.5	19.700000000000003	6.08	6.08	8.04	8.08	265.0	26.4	96.1	LOW
11380-13429	LOW	2	2.0	4.3	6.08	6.08	7.79	7.705	197.5	40.95	89.5	LOW
11380-13429	MID	2	4.5	11.3	6.08	6.08	7.915	8.08	197.5	38.900000000000006	92.55	LOW
11380-13453	HIGH	3	21.0	57.5	6.08	6.08	8.08	8.08	320.0	11.1	151.5	MIXED
11380-13453	LOW	3	5.0	12.7	3.42	2.92	4.92	6.33	135.0	47.2	81.3	MIXED
11380-13453	MID	3	13.0	35.1	3.42	2.92	5.42	8.08	320.0	11.1	95.1	MIXED
11380-13456	HIGH	3	10.0	26.7	6.08	6.08	7.92	8.08	200.0	22.2	101.6	LOW
11380-13456	LOW	3	2.0	4.3	5.58	5.58	6.5	8.08	170.0	33.3	85.6	LOW
11380-13456	MID	3	6.0	15.5	5.58	5.58	6.58	8.08	170.0	31.9	89.5	LOW
11380-135	HIGH	1	8.0	21.1	6.08	6.08	8.08	8.08	340.0	5.6	94.7	LOW
11380-135	LOW	1	2.0	4.3	4.67	4.5	6.58	8.08	170.0	8.3	87.0	LOW
11380-135	MID	1	5.0	12.7	5.67	5.5	7.67	8.08	340.0	5.6	88.4	LOW
11380-136	HIGH	1	9.0	23.9	6.08	6.08	8.08	8.08	360.0	0.0	100.7	LOW
11380-136	LOW	1	2.0	4.3	6.08	6.08	8.0	8.08	340.0	5.6	91.8	LOW
11380-136	MID	1	5.0	12.7	6.08	6.08	8.08	8.08	340.0	5.6	93.0	LOW
11380-138	HIGH	1	6.0	15.5	6.08	6.08	8.08	7.83	300.0	16.7	109.8	LOW
11380-138	LOW	1	2.0	4.3	6.08	6.08	8.08	7.83	265.0	22.2	106.6	LOW
11380-138	MID	1	4.0	9.9	6.08	6.08	8.08	7.83	265.0	22.2	108.7	LOW
11380-139	HIGH	1	6.0	15.5	1.33	1.33	1.83	3.08	45.0	69.4	68.1	LEVEL_MISMATCH
11380-139	LOW	1	2.0	4.3	0.33	0.33	0.83	2.67	45.0	69.4	62.1	LEVEL_MISMATCH
11380-139	MID	1	4.0	9.9	1.33	1.33	1.83	2.92	45.0	69.4	64.8	LEVEL_MISMATCH
11380-14	HIGH	1	9.0	23.9	6.08	6.08	8.08	8.08	360.0	0.0	120.7	LOW
11380-14	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	345.0	4.2	119.1	LOW
11380-14	MID	1	5.0	12.7	6.08	6.08	8.08	8.08	360.0	0.0	119.8	LOW
11380-140	HIGH	1	10.0	26.7	2.25	2.25	2.25	2.5	35.0	75.0	70.2	LOW
11380-140	LOW	1	2.0	4.3	1.0	0.67	1.0	1.75	35.0	76.4	52.2	LOW
11380-140	MID	1	6.0	15.5	1.0	0.67	1.0	1.75	35.0	76.4	58.5	LOW
11380-142	HIGH	1	6.0	15.5	5.83	5.83	6.33	8.08	130.0	54.2	99.9	LOW
11380-142	LOW	1	2.0	4.3	0.58	0.58	0.58	8.08	125.0	61.1	94.9	LOW
11380-142	MID	1	4.0	9.9	3.75	2.33	3.83	8.08	125.0	61.1	97.4	LOW
11380-143	HIGH	1	6.0	15.5	6.08	6.08	7.67	8.08	200.0	20.8	95.1	LOW
11380-143	LOW	1	2.0	4.3	6.08	6.08	7.5	8.08	130.0	41.7	90.9	LOW
11380-143	MID	1	4.0	9.9	6.08	6.08	7.58	8.08	140.0	38.9	92.4	LOW
11380-147	HIGH	1	6.0	15.5	6.08	6.08	7.75	6.92	275.0	20.8	125.3	LOW
11380-147	LOW	1	2.0	4.3	6.08	6.08	7.75	6.5	260.0	25.0	123.5	LOW
11380-147	MID	1	4.0	9.9	6.08	6.08	7.75	6.75	275.0	20.8	124.4	LOW
11380-151	HIGH	1	6.0	15.5	6.08	6.08	7.92	8.08	300.0	16.7	87.8	LOW
11380-151	LOW	1	2.0	4.3	6.08	6.08	7.5	8.08	290.0	19.4	84.0	LOW
11380-151	MID	1	4.0	9.9	6.08	6.08	7.58	8.08	300.0	16.7	85.8	LOW
11380-153	HIGH	1	6.0	15.5	6.08	6.08	8.08	8.08	335.0	6.9	90.0	LOW
11380-153	LOW	1	2.0	4.3	6.08	6.08	7.83	8.08	260.0	18.1	87.6	LOW
11380-153	MID	1	4.0	9.9	6.08	6.08	8.08	8.08	260.0	16.7	88.8	LOW
11380-154	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	205.0	12.5	93.9	HIGH
11380-154	LOW	1	2.0	4.3	6.08	6.08	7.5	8.08	110.0	18.1	88.2	HIGH
11380-154	MID	1	6.0	15.5	6.08	6.08	7.58	8.08	205.0	12.5	91.8	HIGH
11380-155	HIGH	1	5.0	12.7	5.75	5.75	6.83	8.08	165.0	15.3	99.7	LOW
11380-155	LOW	1	2.0	4.3	5.33	5.33	6.25	8.08	120.0	26.4	96.8	LOW
11380-155	MID	1	3.0	7.1	5.33	5.33	6.42	8.08	120.0	22.2	97.4	LOW
11380-156	HIGH	1	10.0	26.7	4.0	4.0	5.0	6.75	205.0	27.8	80.3	LOW
11380-156	LOW	1	2.0	4.3	1.92	1.92	1.92	3.08	120.0	61.1	66.3	LOW
11380-156	MID	1	6.0	15.5	2.67	2.67	2.67	5.5	140.0	51.4	72.8	LOW
11380-16	HIGH	1	11.0	29.5	6.0	6.0	7.0	8.08	155.0	30.6	102.9	LOW
11380-16	LOW	1	3.0	7.1	0.92	0.92	1.92	8.08	100.0	44.4	93.2	LOW
11380-16	MID	1	7.0	18.3	3.0	0.92	4.0	8.08	155.0	43.1	96.7	LOW
11380-163	HIGH	1	15.0	40.7	6.08	6.08	7.67	8.08	360.0	0.0	120.5	LOW
11380-163	LOW	1	3.0	7.1	6.08	6.08	7.25	8.08	350.0	2.8	97.9	LOW
11380-163	MID	1	9.0	23.9	6.08	6.08	7.5	8.08	360.0	0.0	103.1	LOW
11380-164	HIGH	1	6.0	15.5	5.25	4.83	6.58	8.08	140.0	41.7	78.0	HIGH
11380-164	LOW	1	2.0	4.3	1.5	1.17	2.33	6.17	50.0	63.9	67.5	HIGH
11380-164	MID	1	4.0	9.9	4.08	1.92	5.25	6.92	70.0	54.2	72.8	HIGH
11380-165	HIGH	1	6.0	15.5	4.92	4.92	5.83	8.08	115.0	58.3	83.1	HIGH
11380-165	LOW	1	2.0	4.3	2.92	2.92	3.75	4.25	115.0	65.3	60.7	HIGH
11380-165	MID	1	4.0	9.9	2.92	2.92	3.75	5.83	115.0	65.3	67.7	HIGH
11380-166	HIGH	1	6.0	15.5	5.17	5.17	6.08	8.08	85.0	76.4	75.6	LOW
11380-166	LOW	1	2.0	4.3	2.92	2.92	3.75	4.5	85.0	76.4	48.4	LOW
11380-166	MID	1	4.0	9.9	2.92	2.92	3.75	6.08	85.0	76.4	57.4	LOW
11380-167	HIGH	1	6.0	15.5	6.08	6.08	7.75	8.08	130.0	44.4	83.1	LOW
11380-167	LOW	1	2.0	4.3	5.92	5.92	7.08	8.08	130.0	50.0	66.4	LOW
11380-167	MID	1	4.0	9.9	6.08	6.08	7.42	8.08	130.0	48.6	71.6	LOW
11380-168	HIGH	1	6.0	15.5	4.92	4.92	5.92	6.08	185.0	23.6	85.6	LOW
11380-168	LOW	1	2.0	4.3	4.92	4.92	5.92	6.08	65.0	54.2	74.7	LOW
11380-168	MID	1	4.0	9.9	4.92	4.92	5.92	6.08	180.0	29.2	77.6	LOW
11380-169	HIGH	1	6.0	15.5	6.08	6.08	8.0	8.08	105.0	26.4	88.6	LOW
11380-169	LOW	1	2.0	4.3	5.58	5.42	5.83	8.08	60.0	68.1	76.6	LOW
11380-169	MID	1	4.0	9.9	6.08	6.08	7.42	8.08	80.0	33.3	81.9	LOW
11380-170	HIGH	1	6.0	15.5	6.08	6.08	7.75	8.08	325.0	9.7	107.6	LEVEL_MISMATCH
11380-170	LOW	1	2.0	4.3	6.08	6.08	7.33	8.08	315.0	12.5	101.8	LEVEL_MISMATCH
11380-170	MID	1	4.0	9.9	6.08	6.08	7.75	8.08	320.0	11.1	103.1	LEVEL_MISMATCH
11380-171	HIGH	1	8.0	21.1	6.08	6.08	8.0	8.08	155.0	16.7	95.4	HIGH
11380-171	LOW	1	2.0	4.3	2.25	2.25	2.58	5.75	70.0	66.7	68.4	HIGH
11380-171	MID	1	5.0	12.7	5.08	4.75	5.92	7.5	135.0	55.6	77.9	HIGH
11380-173	HIGH	6	13.0	35.1	6.08	6.08	7.665	8.08	182.5	16.7	89.45	NAME
11380-173	LOW	6	3.0	7.1	4.705	4.705	5.455	6.045	60.0	72.25	65.0	NAME
11380-173	MID	6	8.0	21.1	5.04	4.955	6.0	7.125	85.0	66.65	74.25	NAME
11380-174	HIGH	1	14.0	37.9	6.08	6.08	8.08	8.08	275.0	19.4	101.5	LOW
11380-174	LOW	1	3.0	7.1	6.0	5.67	7.25	8.08	165.0	43.1	85.2	LOW
11380-174	MID	1	8.0	21.1	6.08	6.08	8.0	8.08	165.0	43.1	90.2	LOW
11380-180	HIGH	1	6.0	15.5	5.58	5.58	6.17	8.08	180.0	48.6	80.3	LOW
11380-180	LOW	1	2.0	4.3	5.17	5.17	5.58	7.92	125.0	54.2	72.9	LOW
11380-180	MID	1	4.0	9.9	5.5	5.5	6.0	8.08	125.0	51.4	76.1	LOW
11380-185	HIGH	1	16.0	43.5	6.08	6.08	8.08	8.08	345.0	4.2	134.5	LOW
11380-185	LOW	1	4.0	9.9	6.08	6.08	7.25	7.83	190.0	26.4	102.6	LOW
11380-185	MID	1	10.0	26.7	6.08	6.08	7.58	8.08	215.0	18.1	114.4	LOW
11380-186	HIGH	3	19.0	51.9	6.08	6.08	8.08	8.08	360.0	0.0	146.5	NAME
11380-186	LOW	3	4.0	9.9	3.75	2.92	4.75	7.33	185.0	41.7	81.0	NAME
11380-186	MID	3	11.0	29.5	5.33	5.0	7.0	8.08	185.0	36.1	105.9	NAME
11380-188	HIGH	1	13.0	35.1	6.08	6.08	7.58	7.33	90.0	38.9	77.6	LOW
11380-188	LOW	1	3.0	7.1	3.33	3.33	3.33	7.08	35.0	77.8	58.0	LOW
11380-188	MID	1	8.0	21.1	3.92	3.92	3.92	7.33	50.0	65.3	64.1	LOW
11380-189	HIGH	1	21.0	57.5	6.08	6.08	8.08	8.08	360.0	0.0	149.8	LOW
11380-189	LOW	1	5.0	12.7	6.08	6.08	7.75	8.08	125.0	15.3	84.3	LOW
11380-189	MID	1	13.0	35.1	6.08	6.08	7.92	8.08	360.0	0.0	93.1	LOW
11380-19	HIGH	1	6.0	15.5	6.08	6.08	8.08	8.08	140.0	23.6	111.3	LOW
11380-19	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	130.0	29.2	109.4	LOW
11380-19	MID	1	4.0	9.9	6.08	6.08	8.08	8.08	130.0	29.2	110.3	LOW
11380-191	HIGH	1	6.0	15.5	0.75	0.58	1.75	4.5	70.0	59.7	71.9	LOW
11380-191	LOW	1	2.0	4.3	0.75	0.58	1.75	3.17	70.0	66.7	63.8	LOW
11380-191	MID	1	4.0	9.9	0.75	0.58	1.75	4.08	70.0	59.7	67.6	LOW
11380-193	HIGH	1	6.0	15.5	3.83	3.83	4.83	7.25	115.0	51.4	73.4	LOW
11380-193	LOW	1	2.0	4.3	1.92	1.58	2.92	6.25	40.0	68.1	66.0	LOW
11380-193	MID	1	4.0	9.9	2.25	1.92	3.25	6.92	65.0	62.5	69.5	LOW
11380-194	HIGH	1	6.0	15.5	4.58	4.58	5.58	8.0	130.0	40.3	78.7	LOW
11380-194	LOW	1	2.0	4.3	3.0	2.58	4.0	7.67	60.0	58.3	72.5	LOW
11380-194	MID	1	4.0	9.9	3.25	2.83	4.25	7.83	90.0	51.4	75.5	LOW
11380-195	HIGH	1	6.0	15.5	3.08	2.25	4.08	6.67	105.0	54.2	74.5	LOW
11380-195	LOW	1	2.0	4.3	2.75	1.92	3.75	5.08	105.0	65.3	66.3	LOW
11380-195	MID	1	4.0	9.9	2.75	1.92	3.75	5.92	105.0	61.1	70.1	LOW
11380-196	HIGH	1	7.0	18.3	5.42	5.42	5.75	8.08	170.0	25.0	76.9	LOW
11380-196	LOW	1	2.0	4.3	4.17	4.17	4.25	6.92	80.0	41.7	70.7	LOW
11380-196	MID	1	4.0	9.9	4.17	4.17	4.42	8.08	85.0	38.9	72.9	LOW
11380-198	HIGH	1	6.0	15.5	4.58	4.58	5.58	7.33	255.0	29.2	79.8	LOW
11380-198	LOW	1	2.0	4.3	3.67	3.67	4.67	7.33	90.0	44.4	74.6	LOW
11380-198	MID	1	4.0	9.9	4.17	4.17	5.17	7.33	245.0	31.9	77.0	LOW
11380-2	HIGH	1	16.0	43.5	6.08	6.08	8.08	6.92	35.0	80.6	63.0	LOW
11380-2	LOW	1	4.0	9.9	1.08	0.75	1.92	6.08	20.0	90.3	33.2	LOW
11380-2	MID	1	10.0	26.7	1.5	1.5	2.5	6.92	35.0	86.1	40.6	LOW
11380-200	HIGH	1	6.0	15.5	6.08	6.08	7.92	8.08	170.0	11.1	91.4	LOW
11380-200	LOW	1	2.0	4.3	6.08	6.08	7.67	8.08	90.0	31.9	88.4	LOW
11380-200	MID	1	4.0	9.9	6.08	6.08	7.83	8.08	165.0	15.3	89.9	LOW
11380-201	HIGH	1	5.0	12.7	4.58	4.58	5.58	6.17	120.0	30.6	82.1	LEVEL_MISMATCH
11380-201	LOW	1	2.0	4.3	4.58	4.58	5.58	5.42	120.0	33.3	78.9	LEVEL_MISMATCH
11380-201	MID	1	3.0	7.1	4.58	4.58	5.58	5.42	120.0	31.9	79.9	LEVEL_MISMATCH
11380-203	HIGH	1	6.0	15.5	6.08	6.08	8.0	8.08	335.0	6.9	91.7	LOW
11380-203	LOW	1	2.0	4.3	6.08	6.08	7.92	8.08	175.0	12.5	88.6	LOW
11380-203	MID	1	4.0	9.9	6.08	6.08	8.0	8.08	335.0	6.9	89.5	LOW
11380-208	HIGH	1	6.0	15.5	5.75	5.75	6.75	7.92	140.0	54.2	83.3	LOW
11380-208	LOW	1	2.0	4.3	1.92	1.58	2.92	7.5	85.0	59.7	79.0	LOW
11380-208	MID	1	4.0	9.9	5.33	3.75	6.33	7.75	85.0	59.7	81.1	LOW
11380-209	HIGH	1	5.0	12.7	6.08	6.08	7.83	8.08	200.0	23.6	84.6	LEVEL_MISMATCH
11380-209	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	105.0	31.9	81.9	LEVEL_MISMATCH
11380-209	MID	1	3.0	7.1	6.08	6.08	7.75	8.08	110.0	29.2	82.7	LEVEL_MISMATCH
11380-211	HIGH	1	5.0	12.7	4.58	4.58	5.58	8.08	145.0	16.7	97.1	LEVEL_MISMATCH
11380-211	LOW	1	2.0	4.3	4.58	4.58	5.58	7.42	125.0	22.2	95.4	LEVEL_MISMATCH
11380-211	MID	1	3.0	7.1	4.58	4.58	5.58	7.83	125.0	22.2	95.9	LEVEL_MISMATCH
11380-213	HIGH	1	6.0	15.5	6.08	6.08	7.75	8.08	140.0	20.8	94.9	LOW
11380-213	LOW	1	2.0	4.3	3.67	2.92	4.67	8.08	115.0	36.1	90.2	LOW
11380-213	MID	1	4.0	9.9	6.0	6.0	7.0	8.08	115.0	33.3	91.9	LOW
11380-215	HIGH	1	6.0	15.5	5.67	5.67	6.75	6.5	135.0	50.0	80.0	LOW
11380-215	LOW	1	2.0	4.3	4.33	4.33	5.25	6.17	110.0	58.3	72.9	LOW
11380-215	MID	1	4.0	9.9	5.17	5.08	6.17	6.17	135.0	52.8	75.6	LOW
11380-216	HIGH	1	6.0	15.5	6.08	6.08	7.75	8.08	120.0	50.0	69.7	LOW
11380-216	LOW	1	2.0	4.3	5.58	5.58	6.92	8.08	95.0	56.9	64.7	LOW
11380-216	MID	1	4.0	9.9	5.75	5.75	7.08	8.08	95.0	56.9	67.0	LOW
11380-22	HIGH	1	6.0	15.5	0.33	0.25	1.08	4.75	130.0	48.6	89.4	LOW
11380-22	LOW	1	2.0	4.3	0.0	0.0	0.75	3.67	130.0	48.6	84.1	LOW
11380-22	MID	1	4.0	9.9	0.0	0.0	0.75	4.75	130.0	48.6	87.2	LOW
11380-228	HIGH	1	9.0	23.9	4.58	4.58	5.58	8.08	320.0	11.1	104.3	HIGH
11380-228	LOW	1	2.0	4.3	4.17	4.17	5.17	6.08	95.0	20.8	97.1	HIGH
11380-228	MID	1	5.0	12.7	4.17	4.17	5.17	7.08	320.0	11.1	99.0	HIGH
11380-229	HIGH	1	5.0	12.7	2.25	2.25	3.25	3.92	95.0	52.8	53.1	LOW
11380-229	LOW	1	2.0	4.3	2.25	2.25	3.25	3.92	75.0	55.6	49.7	LOW
11380-229	MID	1	3.0	7.1	2.25	2.25	3.25	3.92	75.0	55.6	50.6	LOW
11380-23	HIGH	1	15.0	40.7	6.08	6.08	8.08	8.08	360.0	0.0	143.0	LOW
11380-23	LOW	1	3.0	7.1	6.08	6.08	8.0	8.08	360.0	0.0	141.9	LOW
11380-23	MID	1	9.0	23.9	6.08	6.08	8.08	8.08	360.0	0.0	142.5	LOW
